C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_26_677.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_26_677.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_26_677.jpg, 0, 0, 0, 17.29205
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_26_778.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_26_778.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_26_778.jpg, 0, 0, 0, 16.58038
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_26_888.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_26_888.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_26_888.jpg, 0, 0, 0, 16.37478
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_004.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_004.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_004.jpg, 0, 0, 0, 16.75324
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_114.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_114.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_114.jpg, 0, 0, 0, 16.557
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_218.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_218.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_218.jpg, 0, 0, 0, 15.84728
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_326.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_326.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_326.jpg, 0, 0.08528856, 0, 16.24388
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_434.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_434.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_434.jpg, 0, 0.4506716, 0, 16.38786
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_546.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_546.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_546.jpg, 0.08517899, 0.7740258, 0, 16.64187
C:\Users\Ahmed\Desktop\Car Simulator\IMG\center_2019_11_06_22_22_27_647.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\left_2019_11_06_22_22_27_647.jpg, C:\Users\Ahmed\Desktop\Car Simulator\IMG\right_2019_11_06_22_22_27_647.jpg, 0.1133408, 1, 0, 17.81004
